Reference,Vial,Species,mtORF,psba_Clade,psba_forwardQC,psba_reverseQC,psba_ID,mt_forwardQC,mt_reverseQC,mtorf_ID,sample_name,Reef,Site,DateCollect,catBleaching,Depth,DHW2020,Lat,Long,Exposure,Aspect,Sector,maxDHW,meanDHW,recent.maxDHW,recent.meanDHW,DHW2,DHW3,DHW4,DHW6,DHW8,DHW9,returnDHW3,returnDHW4,returnDHW6,meanSST,minSST,maxSST,rangeSST,varSST,Month,MMM
388,P ver 372,Pverrucosa,,,,,,,,,Plate2_A012,Bougainville,Bougainville 1,10/3/2020,5,12.9,10,15.49273,147.08638,Sheltered,N,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
389,P ver 373,Pmeandrina,,,,,,,,,Plate2_B012,Bougainville,Bougainville 1,10/3/2020,5,8.39,10,15.49273,147.08638,Sheltered,N,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
387,P ver 371,Pmeandrina,,,,,,,,,Plate2_H011,Bougainville,Bougainville 1,10/3/2020,6,10,10,15.49273,147.08638,Sheltered,N,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
532,P ver 369,Pverrucosa,,,,,,,,,Plate3_A012,Bougainville,Bougainville 1,10/3/2020,5,11.61,10,15.49273,147.08638,Sheltered,N,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
530,P ver 366,Pverrucosa,,PverC1,Good,Good,psba1_A06,,,,Plate3_G011,Bougainville,Bougainville 1,10/3/2020,4,9.35,10,15.49273,147.08638,Sheltered,N,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
531,P ver 368,Pverrucosa,,,,,,,,,Plate3_H011,Bougainville,Bougainville 1,10/3/2020,5,8.71,10,15.49273,147.08638,Sheltered,N,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
386,P ver 367,Pmeandrina,,,,,,,,,Plate4_B009,Bougainville,Bougainville 1,10/3/2020,1,8.39,10,15.49273,147.08638,Sheltered,N,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
232,A ten 275,Ahumilis,,,,,,,,,Plate7_D008,Bougainville,Bougainville 1,10/3/2020,2,11,10,15.49273,147.08638,Sheltered,N,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
233,A ten 276,Ahumilis,,,,,,,,,Plate7_E008,Bougainville,Bougainville 1,10/3/2020,3,8.4,10,15.49273,147.08638,Sheltered,N,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
234,A ten 277,Ahumilis,,,,,,,,,Plate7_F008,Bougainville,Bougainville 1,10/3/2020,2,9,10,15.49273,147.08638,Sheltered,N,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
235,A ten 278,Ahumilis,,,,,,,,,Plate7_G008,Bougainville,Bougainville 1,10/3/2020,1,12.3,10,15.49273,147.08638,Sheltered,N,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
383,P ver 347,Pmeandrina,,,,,,,,,Plate1_A010,Bougainville,Bougainville 4,10/3/2020,4,9.03,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
520,P ver 348,Pverrucosa,,,,,,,,,Plate1_B010,Bougainville,Bougainville 4,10/3/2020,2,8.71,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
521,P ver 350,Pverrucosa,,,,,,,,,Plate1_C010,Bougainville,Bougainville 4,10/3/2020,5,9.68,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
522,P ver 352,Pverrucosa,,,,,,,,,Plate2_E011,Bougainville,Bougainville 4,10/3/2020,1,10.32,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
523,P ver 354,Pverrucosa,,,,,,,,,Plate2_F011,Bougainville,Bougainville 4,10/3/2020,3,7.1,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
384,P ver 358,Pmeandrina,,,,,,,,,Plate2_G011,Bougainville,Bougainville 4,10/3/2020,3,8.71,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
527,P ver 363,Pverrucosa,,,,,,,,,Plate3_D011,Bougainville,Bougainville 4,10/3/2020,4,11.29,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
528,P ver 364,Pverrucosa,,,,,,,,,Plate3_E011,Bougainville,Bougainville 4,10/3/2020,6,9.03,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
529,P ver 365,Pverrucosa,,,,,,,,,Plate3_F011,Bougainville,Bougainville 4,10/3/2020,1,9.68,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
526,P ver 362,Pverrucosa,,,,,,,,,Plate4_A009,Bougainville,Bougainville 4,10/3/2020,5,13.23,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
525,P ver 360,Pverrucosa,,,,,,,,,Plate4_G008,Bougainville,Bougainville 4,10/3/2020,4,11.29,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
231,A ten 274,Ahumilis,,,,,,,,,Plate5_A012,Bougainville,Bougainville 4,10/3/2020,2,9,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
228,A ten 271,Ahumilis,,,,,,,,,Plate5_G011,Bougainville,Bougainville 4,10/3/2020,1,5.2,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
230,A ten 273,Ahumilis,,AcroC2,Good,Good,psba1_B09,,,,Plate5_H011,Bougainville,Bougainville 4,10/3/2020,4,15.8,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
229,A ten 272,Ahumilis,,,,,,,,,Plate6_C011,Bougainville,Bougainville 4,10/3/2020,4,13.9,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
227,A ten 270,Ahumilis,,AcroC5,Good,Good,psba1_A12,,,,Plate7_C008,Bougainville,Bougainville 4,10/3/2020,3,7.4,10,15.50667,147.11234,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
536,P ver 383,Pverrucosa,,PverC1,Good,Good,psba1_A01,,,,Plate1_A011,Bougainville,Bougainville 5,10/3/2020,3,8.06,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
537,P ver 384,Pverrucosa,,,,,,,,,Plate1_B011,Bougainville,Bougainville 5,10/3/2020,1,8.06,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
390,P ver 376,Pmeandrina,,,,,,,,,Plate1_F010,Bougainville,Bougainville 5,10/3/2020,5,7.74,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
534,P ver 379,Pmeandrina,,,,,,,,,Plate1_G010,Bougainville,Bougainville 5,10/3/2020,5,9.35,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
391,P ver 381,Pmeandrina,,PmeaC3,Good,Good,psba1_B02,,,,Plate1_H010,Bougainville,Bougainville 5,10/3/2020,5,8.71,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
535,P ver 380,Pverrucosa,,,,,,,,,Plate2_D012,Bougainville,Bougainville 5,10/3/2020,4,13.55,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
392,P ver 382,Pmeandrina,,PmeaC4,Good,Good,psba1_B04,,,,Plate2_E012,Bougainville,Bougainville 5,10/3/2020,5,6.45,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
533,P ver 378,Pverrucosa,,,,,,,,,Plate3_D012,Bougainville,Bougainville 5,10/3/2020,2,11.61,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
237,A ten 280,Ahumilis,,,,,,,,,Plate5_B012,Bougainville,Bougainville 5,10/3/2020,3,15.2,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
242,A ten 285,Ahumilis,,,,,,,,,Plate5_C012,Bougainville,Bougainville 5,10/3/2020,1,11.6,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
244,A ten 287,Ahumilis,,,,,,,,,Plate5_D012,Bougainville,Bougainville 5,10/3/2020,3,12.9,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
236,A ten 279,Ahumilis,,AcroC2,Good,Good,psba1_D10,,,,Plate6_D011,Bougainville,Bougainville 5,10/3/2020,3,12.3,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
241,A ten 284,Ahumilis,,,,,,,,,Plate6_E011,Bougainville,Bougainville 5,10/3/2020,1,10,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
245,A ten 288,Ahumilis,,,,,,,,,Plate6_F011,Bougainville,Bougainville 5,10/3/2020,2,7.7,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
247,A ten 290,Ahumilis,,,,,,,,,Plate6_G011,Bougainville,Bougainville 5,10/3/2020,4,11.3,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
239,A ten 282,Ahumilis,,,,,,,,,Plate7_A009,Bougainville,Bougainville 5,10/3/2020,1,9.4,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
240,A ten 283,Ahumilis,,,,,,,,,Plate7_B009,Bougainville,Bougainville 5,10/3/2020,5,10.6,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
243,A ten 286,Ahumilis,,,,,,,,,Plate7_C009,Bougainville,Bougainville 5,10/3/2020,2,10,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
246,A ten 289,Ahumilis,,,,,,,,,Plate7_D009,Bougainville,Bougainville 5,10/3/2020,3,7.4,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
248,A ten 291,Ahumilis,,,,,,,,,Plate7_E009,Bougainville,Bougainville 5,10/3/2020,2,11,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
238,A ten 281,Ahumilis,,,,,,,,,Plate7_H008,Bougainville,Bougainville 5,10/3/2020,2,12.9,10,15.50083,147.09891,Semi-exposed,SW,Northern,11.11,2.691111111,11.11,6.598,12,12,8,6,3,3,3.090909091,4.714285714,3.6,26.81601412,23.9,30.13423077,6.234230769,2.472540821,2,28.88
334,P ver 169,Pmeandrina,,,,,,,,,Plate1_A006,Chilcott,Chilcott 2,1/3/2020,2,4.19,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
336,P ver 171,Pmeandrina,,,,,,,,,Plate1_B006,Chilcott,Chilcott 2,1/3/2020,3,4.84,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
337,P ver 172,Pmeandrina,,,,,,,,,Plate1_C006,Chilcott,Chilcott 2,1/3/2020,4,2.58,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
332,P ver 167,Pmeandrina,,,,,,,,,Plate1_G005,Chilcott,Chilcott 2,1/3/2020,3,7.1,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
333,P ver 168,Pmeandrina,,PmeaC1,Good,Good,psba1_A02,,,,Plate1_H005,Chilcott,Chilcott 2,1/3/2020,4,5.16,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
338,P ver 173,Pmeandrina,,PmeaC3,Good,Good,psba1_D02,,,,Plate2_A006,Chilcott,Chilcott 2,1/3/2020,2,3.87,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
339,P ver 174,Pmeandrina,,,,,,,,,Plate2_B006,Chilcott,Chilcott 2,1/3/2020,2,7.74,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
455,P ver 175,Pverrucosa,,,,,,,,,Plate2_C006,Chilcott,Chilcott 2,1/3/2020,3,5.16,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
456,P ver 176,Pverrucosa,,,,,,,,,Plate2_D006,Chilcott,Chilcott 2,1/3/2020,3,6.77,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
335,P ver 170,Pmeandrina,,,,,,,,,Plate3_B006,Chilcott,Chilcott 2,1/3/2020,3,3.55,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
457,P ver 177,Pverrucosa,,,,,,,,,Plate4_B006,Chilcott,Chilcott 2,1/3/2020,2,8.71,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
133,A ten 153,Ahumilis,,,,,,,,,Plate5_A008,Chilcott,Chilcott 2,1/3/2020,3,6.8,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
135,A ten 155,Ahumilis,,,,,,,,,Plate5_B008,Chilcott,Chilcott 2,1/3/2020,4,6.5,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
137,A ten 157,Ahumilis,,,,,,,,,Plate5_C008,Chilcott,Chilcott 2,1/3/2020,5,5.2,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
127,A ten 147,Ahumilis,,,,,,,,,Plate5_E007,Chilcott,Chilcott 2,1/3/2020,5,6.5,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
129,A ten 149,Ahumilis,,,,,,,,,Plate5_F007,Chilcott,Chilcott 2,1/3/2020,3,5.8,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
130,A ten 150,Ahumilis,,,,,,,,,Plate5_G007,Chilcott,Chilcott 2,1/3/2020,1,6.1,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
131,A ten 151,Ahumilis,,,,,,,,,Plate5_H007,Chilcott,Chilcott 2,1/3/2020,5,6.1,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
132,A ten 152,Ahumilis,,,,,,,,,Plate6_D007,Chilcott,Chilcott 2,1/3/2020,4,7.4,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
134,A ten 154,Ahumilis,,,,,,,,,Plate6_E007,Chilcott,Chilcott 2,1/3/2020,4,6.5,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
138,A ten 158,Ahumilis,,,,,,,,,Plate6_F007,Chilcott,Chilcott 2,1/3/2020,5,3.9,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
136,A ten 156,Ahumilis,,,,,,,,,Plate7_A004,Chilcott,Chilcott 2,1/3/2020,3,4.2,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
139,A ten 159,Ahumilis,,,,,,,,,Plate7_B004,Chilcott,Chilcott 2,1/3/2020,3,7.7,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
128,A ten 148,Ahumilis,,,,,,,,,Plate7_H003,Chilcott,Chilcott 2,1/3/2020,5,5.2,6.649999851,16.9315,149.98988,Sheltered,NW,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
341,P ver 182,Pmeandrina,,,,,,,,,Plate1_D006,Chilcott,Chilcott 4,1/3/2020,5,5.81,6.649999851,16.93601,149.99835,Sheltered,NE,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
143,A ten 163,Ahumilis,,AcroC6,Good,Good,psba1_A08,,,,Plate5_D008,Chilcott,Chilcott 4,1/3/2020,3,6.1,6.649999851,16.93601,149.99835,Sheltered,NE,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
144,A ten 164,Ahumilis,,,,,,,,,Plate5_E008,Chilcott,Chilcott 4,1/3/2020,5,6.1,6.649999851,16.93601,149.99835,Sheltered,NE,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
142,A ten 162,Ahumilis,,AcroC6,Bad,Bad,psba1_E09,,,,Plate6_A008,Chilcott,Chilcott 4,1/3/2020,4,5.8,6.649999851,16.93601,149.99835,Sheltered,NE,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
140,A ten 160,Ahumilis,,,,,,,,,Plate6_G007,Chilcott,Chilcott 4,1/3/2020,2,7.1,6.649999851,16.93601,149.99835,Sheltered,NE,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
141,A ten 161,Ahumilis,,,,,,,,,Plate6_H007,Chilcott,Chilcott 4,1/3/2020,3,6.8,6.649999851,16.93601,149.99835,Sheltered,NE,Central,9.679999784,1.939166623,9.679999784,5.409999879,10,10,6,3,3,1,3.666666667,6.6,2,26.53450512,23.68807692,29.59038462,5.902307692,2.2667553,2,28.54
438,P ver 138,Pverrucosa,,PverC1,Good,Good,psba1_H02,,,,Plate2_C005,Flinders,Flinders 2,28/2/2020,4,11.29,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
439,P ver 139,Pverrucosa,,PverC1,Good,Bad,psba1_C03,,,,Plate2_D005,Flinders,Flinders 2,28/2/2020,4,10.65,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
440,P ver 140,Pverrucosa,,,,,,,,,Plate2_E005,Flinders,Flinders 2,28/2/2020,6,10.65,6.869999846,17.70218,148.46655,Sheltered,N,Central,10.74999976,1.856944403,10.74999976,4.4819999,8,8,5,3,1,1,4.714285714,8.25,16.5,26.31470821,23.30346154,29.73115385,6.427692308,2.722278243,2,28.57
